name,LeidenCluster,UniAcc,RES,POS,UniModID,Gene
P00558|30|K|34,2,P00558,K,30,34,PGK1
Q15365|189|S|21,2,Q15365,S,189,21,PCBP1
Q9UMS4|39|T|23,2,Q9UMS4,T,39,23,PRPF19
Q5VTE0|240|R|7,2,Q5VTE0,R,240,7,EEF1A1P5
P62979|63|K|535,2,P62979,K,63,535,RPS27A
P0DP23|100|Y|23,2,P0DP23,Y,100,23,CALM1
O15143|311|S|21,2,O15143,S,311,21,ARPC1B
P22626|82|R|7,2,P22626,R,82,7,HNRNPA2B1
P62857|31|R|7,2,P62857,R,31,7,RPS28
Q9BW71|155|R|7,2,Q9BW71,R,155,7,HIRIP3
P31946|143|T|23,2,P31946,T,143,23,YWHAB
Q5TEC6|28|K|37,2,Q5TEC6,K,28,37,H3
Q32P51|156|H|53,2,Q32P51,H,156,53,HNRNPA1L2
P05455|246|R|7,2,P05455,R,246,7,SSB
Q8TCU6|1200|S|21,2,Q8TCU6,S,1200,21,PREX1
Q13283|435|R|36,2,Q13283,R,435,36,G3BP1
P10809|389|K|34,2,P10809,K,389,34,HSPD1
Q96T37|269|S|21,2,Q96T37,S,269,21,RBM15
P08670|304|R|7,2,P08670,R,304,7,VIM
P13591|279|K|1,2,P13591,K,279,1,NCAM1
P60201|106|T|23,2,P60201,T,106,23,PLP1
Q15369|35|H|53,2,Q15369,H,35,53,ELOC
P78347|679|S|21,2,P78347,S,679,21,GTF2I
Q96T37|259|S|21,2,Q96T37,S,259,21,RBM15
P07197|142|S|23,2,P07197,S,142,23,NEFM
Q8TF01|211|S|21,2,Q8TF01,S,211,21,PNISR
O75533|614|R|7,2,O75533,R,614,7,SF3B1
P23396|207|H|53,2,P23396,H,207,53,RPS3
P02751|2447|R|7,2,P02751,R,2447,7,FN1
Q96T37|258|R|7,2,Q96T37,R,258,7,RBM15
P22492|83|R|7,2,P22492,R,83,7,H1
Q13283|231|S|21,2,Q13283,S,231,21,G3BP1
P08195|212|R|7,2,P08195,R,212,7,SLC3A2
Q15149|2255|K|1,2,Q15149,K,2255,1,PLEC
P07197|384|Y|23,2,P07197,Y,384,23,NEFM
Q9H1E3|177|T|21,2,Q9H1E3,T,177,21,NUCKS1
P53597|69|T|23,2,P53597,T,69,23,SUCLG1
Q9UKK9|9|S|21,2,Q9UKK9,S,9,21,NUDT5
P02751|265|R|7,2,P02751,R,265,7,FN1
P21333|2103|R|7,2,P21333,R,2103,7,FLNA
Q3ZCM7|359|R|7,2,Q3ZCM7,R,359,7,TUBB8
P02686|183|R|36,2,P02686,R,183,36,MBP
P08865|205|R|7,2,P08865,R,205,7,RPSA
P22626|266|R|34,2,P22626,R,266,34,HNRNPA2B1
P0C0S5|122|K|1,2,P0C0S5,K,122,1,H2AZ1
P06702|25|K|34,2,P06702,K,25,34,S100A9
P51991|355|S|21,2,P51991,S,355,21,HNRNPA3
Q5BKY9|191|S|21,2,Q5BKY9,S,191,21,FAM133B
P04075|119|T|23,2,P04075,T,119,23,ALDOA
P00558|66|R|7,2,P00558,R,66,7,PGK1
Q8NFA0|1423|S|21,2,Q8NFA0,S,1423,21,USP32
Q15149|2463|K|1,2,Q15149,K,2463,1,PLEC
P43003|534|K|535,2,P43003,K,534,535,SLC1A3
Q86YS7|260|S|21,2,Q86YS7,S,260,21,C2CD5
O75083|348|Y|21,2,O75083,Y,348,21,WDR1
P22626|228|R|34,2,P22626,R,228,34,HNRNPA2B1
P02686|264|R|7,2,P02686,R,264,7,MBP
P22626|203|R|34,2,P22626,R,203,34,HNRNPA2B1
P11142|128|K|1,2,P11142,K,128,1,HSPA8
P46783|139|K|535,2,P46783,K,139,535,RPS10
P60903|47|K|535,2,P60903,K,47,535,S100A10
Q92734|385|R|36,2,Q92734,R,385,36,TFG
Q12756|1532|S|21,2,Q12756,S,1532,21,KIF1A
P60033|127|Y|23,2,P60033,Y,127,23,CD81
Q8NFA0|1422|S|21,2,Q8NFA0,S,1422,21,USP32
Q9Y2D5|1011|T|21,2,Q9Y2D5,T,1011,21,PALM2AKAP2
P0DP23|116|K|37,2,P0DP23,K,116,37,CALM1
Q5BKZ1|24|R|7,2,Q5BKZ1,R,24,7,ZNF326
P22626|247|Y|21,2,P22626,Y,247,21,HNRNPA2B1
P55795|233|R|34,2,P55795,R,233,34,HNRNPH2
Q9UJY5|163|R|7,2,Q9UJY5,R,163,7,GGA1
Q6PEY2|60|K|34,2,Q6PEY2,K,60,34,TUBA3E
P06576|241|R|7,2,P06576,R,241,7,ATP5F1B
P02671|271|R|7,2,P02671,R,271,7,FGA
P02686|183|R|34,2,P02686,R,183,34,MBP
Q96ST2|278|S|21,2,Q96ST2,S,278,21,IWS1
Q9NY61|310|T|21,2,Q9NY61,T,310,21,AATF
P22392|105|R|7,2,P22392,R,105,7,NME2
Q562R1|187|T|23,2,Q562R1,T,187,23,ACTBL2
P25705|337|Y|23,2,P25705,Y,337,23,ATP5F1A
P10809|107|E|299,2,P10809,E,107,299,HSPD1
P02452|1125|S|21,2,P02452,S,1125,21,COL1A1
P31946|142|T|23,2,P31946,T,142,23,YWHAB
P02671|129|R|7,2,P02671,R,129,7,FGA
P16402|64|K|34,2,P16402,K,64,34,H1
P61254|93|T|23,2,P61254,T,93,23,RPL26
P10809|105|T|23,2,P10809,T,105,23,HSPD1
P08670|207|R|7,2,P08670,R,207,7,VIM
P09651|75|R|7,2,P09651,R,75,7,HNRNPA1
P06454|103|K|34,2,P06454,K,103,34,PTMA
Q96T37|271|S|21,2,Q96T37,S,271,21,RBM15
Q92777|431|T|21,2,Q92777,T,431,21,SYN2
Q13247|46|R|7,2,Q13247,R,46,7,SRSF6
P09211|199|Y|23,2,P09211,Y,199,23,GSTP1
Q16777|89|R|7,2,Q16777,R,89,7,H2AC20
O95218|181|S|21,2,O95218,S,181,21,ZRANB2
P98179|105|R|36,2,P98179,R,105,36,RBM3
Q9GZV5|93|S|21,2,Q9GZV5,S,93,21,WWTR1
O95429|108|R|36,2,O95429,R,108,36,BAG4
Q01844|471|R|36,2,Q01844,R,471,36,EWSR1
P11142|427|T|23,2,P11142,T,427,23,HSPA8
Q96ST2|276|S|21,2,Q96ST2,S,276,21,IWS1
P68133|320|T|23,2,P68133,T,320,23,ACTA1
Q92522|86|R|7,2,Q92522,R,86,7,H1
O43166|1645|S|21,2,O43166,S,1645,21,SIPA1L1
P0DMV8|561|K|37,2,P0DMV8,K,561,37,HSPA1A
P62995|203|T|21,2,P62995,T,203,21,TRA2B
P61604|66|K|34,2,P61604,K,66,34,HSPE1
P62979|27|K|535,2,P62979,K,27,535,RPS27A
Q99497|48|R|7,2,Q99497,R,48,7,PARK7
P05783|177|S|23,2,P05783,S,177,23,KRT18
Q9UQ35|2103|R|7,2,Q9UQ35,R,2103,7,SRRM2
P0DP23|116|K|1,2,P0DP23,K,116,1,CALM1
Q8WVC0|574|R|7,2,Q8WVC0,R,574,7,LEO1
P02452|889|S|21,2,P02452,S,889,21,COL1A1
P51991|177|H|53,2,P51991,H,177,53,HNRNPA3
P22694|198|T|21,2,P22694,T,198,21,PRKACB
P08670|426|T|23,2,P08670,T,426,23,VIM
Q71RC2|594|S|21,2,Q71RC2,S,594,21,LARP4
P08670|450|R|7,2,P08670,R,450,7,VIM
Q13283|230|S|21,2,Q13283,S,230,21,G3BP1
Q13247|174|R|7,2,Q13247,R,174,7,SRSF6
P62979|59|Y|21,2,P62979,Y,59,21,RPS27A
P22626|213|R|36,2,P22626,R,213,36,HNRNPA2B1
Q15149|4466|R|7,2,Q15149,R,4466,7,PLEC
Q13247|169|T|23,2,Q13247,T,169,23,SRSF6
P08670|327|T|21,2,P08670,T,327,21,VIM
Q99729|245|R|34,2,Q99729,R,245,34,HNRNPAB
P09936|153|R|7,2,P09936,R,153,7,UCHL1
P01042|332|S|21,2,P01042,S,332,21,KNG1
P27348|141|T|23,2,P27348,T,141,23,YWHAQ
P04406|107|K|34,2,P04406,K,107,34,GAPDH
Q5BKY9|192|S|21,2,Q5BKY9,S,192,21,FAM133B
P10809|159|S|23,2,P10809,S,159,23,HSPD1
Q8NFJ5|345|S|21,2,Q8NFJ5,S,345,21,GPRC5A
Q5VTE0|408|K|64,2,Q5VTE0,K,408,64,EEF1A1P5
P04792|198|K|34,2,P04792,K,198,34,HSPB1
P02786|39|K|535,2,P02786,K,39,535,TFRC
P46783|138|K|535,2,P46783,K,138,535,RPS10
P02686|213|R|7,2,P02686,R,213,7,MBP
P31946|147|S|23,2,P31946,S,147,23,YWHAB
Q5BKY9|194|S|21,2,Q5BKY9,S,194,21,FAM133B
Q15365|190|S|21,2,Q15365,S,190,21,PCBP1
P23396|214|K|535,2,P23396,K,214,535,RPS3
P02686|256|R|7,2,P02686,R,256,7,MBP
Q86V81|166|Y|23,2,Q86V81,Y,166,23,ALYREF
P21333|973|K|34,2,P21333,K,973,34,FLNA
Q5TEC6|28|K|34,2,Q5TEC6,K,28,34,H3
Q9C0K0|678|S|21,2,Q9C0K0,S,678,21,BCL11B
P22626|159|T|23,2,P22626,T,159,23,HNRNPA2B1
Q9UQ35|1233|S|21,2,Q9UQ35,S,1233,21,SRRM2
Q5VTE0|165|K|37,2,Q5VTE0,K,165,37,EEF1A1P5
Q8N111|83|T|21,2,Q8N111,T,83,21,CEND1
Q13509|72|T|23,2,Q13509,T,72,23,TUBB3
P14136|49|R|7,2,P14136,R,49,7,GFAP
P16104|89|R|7,2,P16104,R,89,7,H2AX
Q5VTE0|79|K|37,2,Q5VTE0,K,79,37,EEF1A1P5
P29692|129|T|21,2,P29692,T,129,21,EEF1D
Q5BKZ1|56|S|21,2,Q5BKZ1,S,56,21,ZNF326
P62979|33|K|535,2,P62979,K,33,535,RPS27A
P31942|323|R|34,2,P31942,R,323,34,HNRNPH3
P31943|233|R|34,2,P31943,R,233,34,HNRNPH1
P42167|183|Y|21,2,P42167,Y,183,21,TMPO
Q6JBY9|105|S|21,2,Q6JBY9,S,105,21,RCSD1
Q9UKK9|10|S|21,2,Q9UKK9,S,10,21,NUDT5
P14625|702|K|53,2,P14625,K,702,53,HSP90B1
Q9H9E3|6|S|21,2,Q9H9E3,S,6,21,COG4
P09936|85|T|23,2,P09936,T,85,23,UCHL1
P11142|561|K|37,2,P11142,K,561,37,HSPA8
Q86V81|204|R|36,2,Q86V81,R,204,36,ALYREF
Q15365|246|S|23,2,Q15365,S,246,23,PCBP1
P60174|21|S|23,2,P60174,S,21,23,TPI1
Q96A08|122|K|535,2,Q96A08,K,122,535,H2BC1
P34931|427|T|23,2,P34931,T,427,23,HSPA1L
P84103|13|Y|21,2,P84103,Y,13,21,SRSF3
P06454|31|R|7,2,P06454,R,31,7,PTMA
P22626|247|Y|23,2,P22626,Y,247,23,HNRNPA2B1
